"","Smp","Model","Group","variable","value","Classification","Group2","Group3"
"115","GSM3946506 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"116","GSE132465 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"117","GSE215120 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"118","GSE193337 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"119","GSE150430 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"120","GSE215120 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"121","GSE162025 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"122","GSE178318 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"123","GSE173682 OVC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.98,NA,"Primary cancer cells","Primary cancer cells"
"124","GSE132465 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.96,NA,"Primary cancer cells","Primary cancer cells"
"125","GSE176031 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"126","GSE148071 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.985,NA,"Primary cancer cells","Primary cancer cells"
"127","GSE127465 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.95,NA,"Primary cancer cells","Primary cancer cells"
"128","GSE162025 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.9,NA,"Primary cancer cells","Primary cancer cells"
"129","GSE132465 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.988,NA,"Primary cancer cells","Primary cancer cells"
"130","GSE155698 PDAC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"131","GSE173682 OVC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.99,NA,"Primary cancer cells","Primary cancer cells"
"132","GSE173682 EC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"133","GSE193337 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"134","GSE149614 HCC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"135","GSE173682 OVC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"136","GSE173682 OVC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"137","GSE178318 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.99,NA,"Primary cancer cells","Primary cancer cells"
"138","GSE150430 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"139","GSE215120 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.998,NA,"Primary cancer cells","Primary cancer cells"
"140","GSE176078 BC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"141","GSE168652 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.99,NA,"Primary cancer cells","Primary cancer cells"
"142","GSE150825 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.8,NA,"Primary cancer cells","Primary cancer cells"
"143","GSE173682 EC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.99,NA,"Primary cancer cells","Primary cancer cells"
"144","GSE178318 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"145","GSE176031 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"146","GSE173682 EC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"147","GSE178318 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.992,NA,"Primary cancer cells","Primary cancer cells"
"148","GSE150430 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"149","GSE215120 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.995,NA,"Primary cancer cells","Primary cancer cells"
"150","GSE162025 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.98,NA,"Primary cancer cells","Primary cancer cells"
"151","GSM3946506 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"152","E-MTAB-11948 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"153","GSE150430 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"154","GSE148071 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"155","GSE173682 EC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.998,NA,"Primary cancer cells","Primary cancer cells"
"156","GSE150825 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.84,NA,"Primary cancer cells","Primary cancer cells"
"157","GSE148071 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.99,NA,"Primary cancer cells","Primary cancer cells"
"158","GSE132465 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.98,NA,"Primary cancer cells","Primary cancer cells"
"159","GSE168652 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"160","GSE173682 OVC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.99,NA,"Primary cancer cells","Primary cancer cells"
"161","GSE176031 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"162","GSE173682 OVC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.96,NA,"Primary cancer cells","Primary cancer cells"
"163","GSE127465 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"164","GSE168652 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"165","GSE162025 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.95,NA,"Primary cancer cells","Primary cancer cells"
"166","GSE150430 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"167","OMIX001073 GC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"168","GSE193337 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.98,NA,"Primary cancer cells","Primary cancer cells"
"169","GSE215120 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"170","GSE132465 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"171","GSE148071 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"172","GSE148071 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.998,NA,"Primary cancer cells","Primary cancer cells"
"173","GSE176031 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"174","GSE155698 PDAC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"175","GSE168652 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"176","GSE127465 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.92,NA,"Primary cancer cells","Primary cancer cells"
"177","GSE173682 EC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"178","GSE149614 HCC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"179","GSM3946506 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"180","GSE178318 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"181","GSE150430 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"182","GSE132465 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.8,NA,"Primary cancer cells","Primary cancer cells"
"183","GSE149614 HCC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"184","OMIX001073 GC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"185","GSE176078 BC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"186","GSM3946506 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"187","GSE176078 BC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.995,NA,"Primary cancer cells","Primary cancer cells"
"188","OMIX001073 GC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"189","GSE150430 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"190","GSE155698 PDAC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.994,NA,"Primary cancer cells","Primary cancer cells"
"191","E-MTAB-11948 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"192","GSE149614 HCC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"193","GSE215120 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"194","GSE132465 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"195","GSE148071 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"196","GSE176031 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"197","GSE127465 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.96,NA,"Primary cancer cells","Primary cancer cells"
"198","GSE176078 BC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"199","GSE168652 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"200","GSE149614 HCC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.998,NA,"Primary cancer cells","Primary cancer cells"
"201","E-MTAB-11948 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"202","GSE155698 PDAC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.99,NA,"Primary cancer cells","Primary cancer cells"
"203","GSE150825 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.8,NA,"Primary cancer cells","Primary cancer cells"
"204","GSE178318 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"205","GSE173682 EC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"206","GSE193337 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.99,NA,"Primary cancer cells","Primary cancer cells"
"207","GSE155698 PDAC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"208","GSM3946506 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"209","E-MTAB-11948 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"210","OMIX001073 GC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.996,NA,"Primary cancer cells","Primary cancer cells"
"211","GSE173682 OVC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"212","GSE168652 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"213","GSE176078 BC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"214","GSE150825 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.9,NA,"Primary cancer cells","Primary cancer cells"
"215","OMIX001073 GC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.99,NA,"Primary cancer cells","Primary cancer cells"
